time,open,high,low,close
2026-01-01 00:00:00+00:00,72.08305,73.09195,71.9307,72.6756
2026-01-02 00:00:00+00:00,72.67355,74.566,71.429,72.8214
2026-01-04 00:00:00+00:00,73.4414,74.17145,72.938,74.0388
2026-01-05 00:00:00+00:00,74.0347,77.895,73.9693,76.19815
2026-01-06 00:00:00+00:00,76.19615,82.77065,75.9186,82.5229
2026-01-07 00:00:00+00:00,82.5131,82.70665,76.378,78.74415
2026-01-08 00:00:00+00:00,78.7386,79.03975,73.84245,76.68495
2026-01-09 00:00:00+00:00,76.69045,80.52285,75.504,79.934
2026-01-11 00:00:00+00:00,80.412,81.7965,80.3085,81.643
2026-01-12 00:00:00+00:00,81.6385,86.2665,81.508,84.3955
2026-01-13 00:00:00+00:00,84.41565,89.13305,83.62065,87.8541
2026-01-14 00:00:00+00:00,87.84945,93.5141,87.7242,92.2402
2026-01-15 00:00:00+00:00,92.23725,93.06075,86.4272,91.46995
2026-01-16 00:00:00+00:00,91.45735,92.0926,86.8586,90.11995
2026-01-18 00:00:00+00:00,91.8075,94.1111,91.7092,93.396
2026-01-19 00:00:00+00:00,93.3888,94.6794,92.42085,93.77175
2026-01-20 00:00:00+00:00,93.7757,95.88235,92.60645,94.88315
2026-01-21 00:00:00+00:00,94.8765,95.57025,90.33545,90.99635
2026-01-22 00:00:00+00:00,90.98365,96.9819,90.8056,96.9631
2026-01-23 00:00:00+00:00,96.9618,103.4515,96.70535,103.383
2026-01-25 00:00:00+00:00,104.66825,105.31065,103.3014,105.0411
2026-01-26 00:00:00+00:00,105.06835,117.75445,102.5166,106.7263
2026-01-27 00:00:00+00:00,106.72885,113.495,104.3551,112.7807
2026-01-28 00:00:00+00:00,112.7725,119.44195,110.5297,117.812
2026-01-29 00:00:00+00:00,117.82235,121.67175,106.77565,117.6288
2026-01-30 00:00:00+00:00,117.6303,118.499,73.30815,85.1885
2026-02-01 00:00:00+00:00,82.20515,82.66005,76.73345,81.7079
2026-02-02 00:00:00+00:00,81.7321,87.96135,71.3157,82.9023
2026-02-03 00:00:00+00:00,82.91555,89.1767,81.057,84.545
2026-02-04 00:00:00+00:00,84.54735,92.20495,83.63,89.6581
2026-02-05 00:00:00+00:00,89.6549,90.41565,66.90635,67.1942
2026-02-06 00:00:00+00:00,67.17525,78.163,64.06255,77.947
2026-02-08 00:00:00+00:00,79.42375,80.17775,78.5139,79.84145
2026-02-09 00:00:00+00:00,79.8414,84.03345,78.7225,81.8177
2026-02-10 00:00:00+00:00,81.77395,83.0444,79.97175,81.42555
2026-02-11 00:00:00+00:00,81.43025,86.3218,81.0737,82.78765
2026-02-12 00:00:00+00:00,82.786,84.23985,73.9829,75.18055
2026-02-13 00:00:00+00:00,75.15735,79.3592,74.73,77.4556
2026-02-15 00:00:00+00:00,75.3943,77.1968,74.72695,76.36105
2026-02-16 00:00:00+00:00,76.36615,77.4848,74.78245,76.457
2026-02-17 00:00:00+00:00,76.45755,76.562,71.97735,72.43745
2026-02-18 00:00:00+00:00,72.4343,78.3455,72.34495,77.20315
2026-02-19 00:00:00+00:00,77.2063,79.4956,76.488,77.97275
2026-02-20 00:00:00+00:00,77.9857,84.751,77.4715,84.632
2026-02-22 00:00:00+00:00,85.4252,87.30405,85.42475,87.044
2026-02-23 00:00:00+00:00,87.045,89.04725,85.17865,88.16405
2026-02-24 00:00:00+00:00,88.16455,88.93175,84.9389,87.2429
2026-02-25 00:00:00+00:00,87.24145,91.2915,86.8032,87.5986
2026-02-26 00:00:00+00:00,87.5921,90.3662,85.2474,88.1925
2026-02-27 00:00:00+00:00,88.2035,94.15755,87.8417,93.797
2026-03-01 00:00:00+00:00,95.6261,96.42555,93.9299,95.77425
2026-03-02 00:00:00+00:00,95.77935,96.1921,86.5062,90.0813
2026-03-03 00:00:00+00:00,90.0823,91.3525,77.96105,83.003
2026-03-04 00:00:00+00:00,83.0018,86.83925,81.8897,84.01715
2026-03-05 00:00:00+00:00,84.02085,85.5525,80.49995,82.75445
2026-03-06 00:00:00+00:00,82.7516,84.982,81.6875,84.449
2026-03-08 00:00:00+00:00,83.9225,84.0638,80.9954,81.9794
2026-03-09 00:00:00+00:00,81.97865,88.01945,79.65065,87.3361
2026-03-10 00:00:00+00:00,87.33265,90.0207,86.6046,88.45035
2026-03-11 00:00:00+00:00,88.4519,89.447,84.449,84.6095
2026-03-12 00:00:00+00:00,84.61,87.4595,83.0376,84.04595
2026-03-13 00:00:00+00:00,84.04735,85.46205,79.4389,80.6165
2026-03-15 00:00:00+00:00,80.014,80.61725,79.28655,80.106
2026-03-16 00:00:00+00:00,80.1065,81.64375,77.0829,81.1466
2026-03-17 00:00:00+00:00,81.1471,82.55425,78.2652,79.2404
2026-03-18 00:00:00+00:00,79.24605,80.2004,75.0229,75.90005
2026-03-19 00:00:00+00:00,75.90125,76.70095,65.48915,72.557
2026-03-20 00:00:00+00:00,72.55545,74.5626,67.693,67.915
2026-03-22 00:00:00+00:00,67.28945,69.59635,67.268,68.09185
2026-03-23 00:00:00+00:00,68.09235,70.78345,61.0065,69.7499
2026-03-24 00:00:00+00:00,69.74825,73.0755,66.0059,72.93095
2026-03-25 00:00:00+00:00,72.9296,74.572,70.3871,70.67605
2026-03-26 00:00:00+00:00,70.6747,72.21785,66.7216,68.65965
2026-03-27 00:00:00+00:00,68.66215,71.643,67.40345,69.7235
2026-03-29 00:00:00+00:00,69.41695,69.53745,67.683,68.12065
2026-03-30 00:00:00+00:00,68.1244,71.7639,67.76725,69.9285
2026-03-31 00:00:00+00:00,69.929,75.571,69.02865,74.8985
2026-04-01 00:00:00+00:00,74.898,76.4196,73.7715,75.3354
2026-04-02 00:00:00+00:00,75.3341,75.8865,69.5645,72.997
2026-04-05 00:00:00+00:00,72.08275,72.263,71.1783,71.6701
2026-04-06 00:00:00+00:00,71.6707,73.5765,71.59535,72.89005
2026-04-07 00:00:00+00:00,72.8902,76.93,69.812,76.581
2026-04-08 00:00:00+00:00,76.5815,77.6525,73.4865,73.77065
2026-04-09 00:00:00+00:00,73.772,76.6335,72.882,75.418
2026-04-10 00:00:00+00:00,75.414,76.8375,74.82455,75.9315
2026-04-12 00:00:00+00:00,73.77565,73.91675,72.5945,73.7753
2026-04-13 00:00:00+00:00,73.77475,75.941,73.5715,75.7025
2026-04-14 00:00:00+00:00,75.7045,79.7547,75.386,79.505
2026-04-15 00:00:00+00:00,79.5049,81.02395,78.24015,79.4885
2026-04-16 00:00:00+00:00,79.502,80.865,78.05175,78.704
2026-04-17 00:00:00+00:00,78.7045,83.0555,77.778,80.7995
2026-04-19 00:00:00+00:00,79.3392,79.817,78.63555,78.9782
2026-04-20 00:00:00+00:00,78.9785,80.681,78.64035,79.8585
2026-04-21 00:00:00+00:00,79.859,80.067,75.40185,77.3185
2026-04-22 00:00:00+00:00,77.32,78.6815,77.32,77.536
2026-04-23 00:00:00+00:00,77.5405,78.3835,74.2425,75.5365
2026-04-24 00:00:00+00:00,75.536,76.67855,73.95895,75.6945
2026-04-26 00:00:00+00:00,75.5178,75.5189,74.73315,74.9042
2026-04-27 00:00:00+00:00,74.9034,76.5857,74.6586,75.9504
2026-04-28 00:00:00+00:00,75.9515,76.16,72.04375,73.2942
2026-04-29 00:00:00+00:00,73.296,73.959,70.8656,71.839
2026-04-30 00:00:00+00:00,71.8395,74.5109,71.59025,74.347
2026-05-01 00:00:00+00:00,74.3575,76.9801,72.983,75.357
2026-05-03 00:00:00+00:00,75.78485,75.997,75.44485,75.7015
2026-05-04 00:00:00+00:00,75.7015,75.826,72.2045,72.613
2026-05-05 00:00:00+00:00,72.615,74.1955,72.4085,73.895
2026-05-06 00:00:00+00:00,73.889,77.8195,73.6115,77.532
2026-05-07 00:00:00+00:00,77.5315,82.13195,77.0003,79.2425
2026-05-08 00:00:00+00:00,79.26445,81.57425,78.8255,80.3405
2026-05-10 00:00:00+00:00,79.4097,80.3185,79.06435,80.0025
2026-05-11 00:00:00+00:00,79.999,87.21615,79.5661,87.1595
2026-05-12 00:00:00+00:00,87.158,87.3184,83.0558,87.1535
2026-05-13 00:00:00+00:00,87.155,89.3797,85.61505,87.7249
2026-05-14 00:00:00+00:00,87.72505,88.45375,82.90335,83.538
2026-05-15 00:00:00+00:00,83.5395,83.72665,75.73645,75.998
2026-05-17 00:00:00+00:00,76.0193,76.9243,76.0037,76.65725
2026-05-18 00:00:00+00:00,76.65695,78.89495,73.8634,78.688
2026-05-19 00:00:00+00:00,78.6855,78.894,73.0919,74.24095
2026-05-20 00:00:00+00:00,73.8705,73.8835,73.8505,73.8605
